"","back_hospital.yyyymmdd","back_hospital.area","back_hospital.sex","back_hospital.frequency"
"8792",20120915,"세종",2,0
"8793",20120915,"울산",1,0
"8794",20120915,"울산",2,1
"8795",20120915,"인천",1,2
"8796",20120915,"인천",2,2
"8797",20120915,"전남",1,0
"8798",20120915,"전남",2,2
"8799",20120915,"전북",1,1
"8800",20120915,"전북",2,1
"8801",20120915,"제주",1,1
"8802",20120915,"제주",2,0
"8803",20120915,"충남",1,0
"8804",20120915,"충남",2,1
"8805",20120915,"충북",1,0
"8806",20120915,"충북",2,2
"8807",20120916,"강원",1,3
"8808",20120916,"강원",2,1
"8809",20120916,"경기",1,3
"8810",20120916,"경기",2,4
"8811",20120916,"경남",1,1
"8812",20120916,"경남",2,1
"8813",20120916,"경북",1,3
"8814",20120916,"경북",2,2
"8815",20120916,"광주",1,0
"8816",20120916,"광주",2,2
"8817",20120916,"대구",1,0
"8818",20120916,"대구",2,1
"8819",20120916,"대전",1,0
"8820",20120916,"대전",2,0
"8821",20120916,"부산",1,1
"8822",20120916,"부산",2,0
"8823",20120916,"서울",1,6
"8824",20120916,"서울",2,4
"8825",20120916,"세종",1,0
"8826",20120916,"세종",2,0
"8827",20120916,"울산",1,1
"8828",20120916,"울산",2,0
"8829",20120916,"인천",1,1
"8830",20120916,"인천",2,1
"8831",20120916,"전남",1,1
"8832",20120916,"전남",2,0
"8833",20120916,"전북",1,2
"8834",20120916,"전북",2,3
"8835",20120916,"제주",1,0
"8836",20120916,"제주",2,0
"8837",20120916,"충남",1,1
"8838",20120916,"충남",2,0
"8839",20120916,"충북",1,0
"8840",20120916,"충북",2,0
"8841",20120917,"강원",1,1
"8842",20120917,"강원",2,2
"8843",20120917,"경기",1,13
"8844",20120917,"경기",2,3
"8845",20120917,"경남",1,2
"8846",20120917,"경남",2,4
"8847",20120917,"경북",1,3
"8848",20120917,"경북",2,2
"8849",20120917,"광주",1,0
"8850",20120917,"광주",2,0
"8851",20120917,"대구",1,2
"8852",20120917,"대구",2,2
"8853",20120917,"대전",1,2
"8854",20120917,"대전",2,0
"8855",20120917,"부산",1,1
"8856",20120917,"부산",2,3
"8857",20120917,"서울",1,2
"8858",20120917,"서울",2,0
"8859",20120917,"세종",1,0
"8860",20120917,"세종",2,0
"8861",20120917,"울산",1,0
"8862",20120917,"울산",2,0
"8863",20120917,"인천",1,0
"8864",20120917,"인천",2,0
"8865",20120917,"전남",1,2
"8866",20120917,"전남",2,2
"8867",20120917,"전북",1,1
"8868",20120917,"전북",2,0
"8869",20120917,"제주",1,0
"8870",20120917,"제주",2,0
"8871",20120917,"충남",1,0
"8872",20120917,"충남",2,0
"8873",20120917,"충북",1,2
"8874",20120917,"충북",2,0
"8875",20120918,"강원",1,0
"8876",20120918,"강원",2,0
"8877",20120918,"경기",1,5
"8878",20120918,"경기",2,6
"8879",20120918,"경남",1,5
"8880",20120918,"경남",2,2
"8881",20120918,"경북",1,3
"8882",20120918,"경북",2,2
"8883",20120918,"광주",1,0
"8884",20120918,"광주",2,0
"8885",20120918,"대구",1,0
"8886",20120918,"대구",2,0
"8887",20120918,"대전",1,0
"8888",20120918,"대전",2,1
"8889",20120918,"부산",1,1
"8890",20120918,"부산",2,2
"8891",20120918,"서울",1,4
"8892",20120918,"서울",2,2
"8893",20120918,"세종",1,0
"8894",20120918,"세종",2,0
"8895",20120918,"울산",1,0
"8896",20120918,"울산",2,1
"8897",20120918,"인천",1,0
"8898",20120918,"인천",2,2
"8899",20120918,"전남",1,2
"8900",20120918,"전남",2,3
"8901",20120918,"전북",1,2
"8902",20120918,"전북",2,1
"8903",20120918,"제주",1,0
"8904",20120918,"제주",2,0
"8905",20120918,"충남",1,0
"8906",20120918,"충남",2,1
"8907",20120918,"충북",1,1
"8908",20120918,"충북",2,0
"8909",20120919,"강원",1,2
"8910",20120919,"강원",2,3
"8911",20120919,"경기",1,8
"8912",20120919,"경기",2,4
"8913",20120919,"경남",1,3
"8914",20120919,"경남",2,3
"8915",20120919,"경북",1,0
"8916",20120919,"경북",2,3
"8917",20120919,"광주",1,2
"8918",20120919,"광주",2,0
"8919",20120919,"대구",1,1
"8920",20120919,"대구",2,0
"8921",20120919,"대전",1,0
"8922",20120919,"대전",2,1
"8923",20120919,"부산",1,2
"8924",20120919,"부산",2,4
"8925",20120919,"서울",1,5
"8926",20120919,"서울",2,5
"8927",20120919,"세종",1,0
"8928",20120919,"세종",2,0
"8929",20120919,"울산",1,1
"8930",20120919,"울산",2,0
"8931",20120919,"인천",1,0
"8932",20120919,"인천",2,0
"8933",20120919,"전남",1,1
"8934",20120919,"전남",2,2
"8935",20120919,"전북",1,0
"8936",20120919,"전북",2,1
"8937",20120919,"제주",1,0
"8938",20120919,"제주",2,0
"8939",20120919,"충남",1,2
"8940",20120919,"충남",2,0
"8941",20120919,"충북",1,0
"8942",20120919,"충북",2,2
"8943",20120920,"강원",1,0
"8944",20120920,"강원",2,1
"8945",20120920,"경기",1,1
"8946",20120920,"경기",2,4
"8947",20120920,"경남",1,7
"8948",20120920,"경남",2,1
"8949",20120920,"경북",1,1
"8950",20120920,"경북",2,2
"8951",20120920,"광주",1,1
"8952",20120920,"광주",2,1
"8953",20120920,"대구",1,0
"8954",20120920,"대구",2,1
"8955",20120920,"대전",1,0
"8956",20120920,"대전",2,2
"8957",20120920,"부산",1,1
"8958",20120920,"부산",2,1
"8959",20120920,"서울",1,4
"8960",20120920,"서울",2,1
"8961",20120920,"세종",1,0
"8962",20120920,"세종",2,0
"8963",20120920,"울산",1,1
"8964",20120920,"울산",2,0
"8965",20120920,"인천",1,2
"8966",20120920,"인천",2,1
"8967",20120920,"전남",1,1
"8968",20120920,"전남",2,1
"8969",20120920,"전북",1,1
"8970",20120920,"전북",2,3
"8971",20120920,"제주",1,0
"8972",20120920,"제주",2,1
"8973",20120920,"충남",1,0
"8974",20120920,"충남",2,0
"8975",20120920,"충북",1,0
"8976",20120920,"충북",2,0
"8977",20120921,"강원",1,1
"8978",20120921,"강원",2,0
"8979",20120921,"경기",1,3
"8980",20120921,"경기",2,10
"8981",20120921,"경남",1,0
"8982",20120921,"경남",2,5
"8983",20120921,"경북",1,2
"8984",20120921,"경북",2,0
"8985",20120921,"광주",1,1
"8986",20120921,"광주",2,0
"8987",20120921,"대구",1,4
"8988",20120921,"대구",2,0
"8989",20120921,"대전",1,1
"8990",20120921,"대전",2,0
"8991",20120921,"부산",1,6
"8992",20120921,"부산",2,1
"8993",20120921,"서울",1,6
"8994",20120921,"서울",2,2
"8995",20120921,"세종",1,0
"8996",20120921,"세종",2,0
"8997",20120921,"울산",1,1
"8998",20120921,"울산",2,0
"8999",20120921,"인천",1,3
"9000",20120921,"인천",2,1
"9001",20120921,"전남",1,1
"9002",20120921,"전남",2,1
"9003",20120921,"전북",1,0
"9004",20120921,"전북",2,2
"9005",20120921,"제주",1,0
"9006",20120921,"제주",2,1
"9007",20120921,"충남",1,1
"9008",20120921,"충남",2,1
"9009",20120921,"충북",1,0
"9010",20120921,"충북",2,1
"9011",20120922,"강원",1,0
"9012",20120922,"강원",2,2
"9013",20120922,"경기",1,6
"9014",20120922,"경기",2,6
"9015",20120922,"경남",1,1
"9016",20120922,"경남",2,1
"9017",20120922,"경북",1,2
"9018",20120922,"경북",2,2
"9019",20120922,"광주",1,0
"9020",20120922,"광주",2,1
"9021",20120922,"대구",1,0
"9022",20120922,"대구",2,1
"9023",20120922,"대전",1,0
"9024",20120922,"대전",2,0
"9025",20120922,"부산",1,0
"9026",20120922,"부산",2,2
"9027",20120922,"서울",1,4
"9028",20120922,"서울",2,3
"9029",20120922,"세종",1,0
"9030",20120922,"세종",2,0
"9031",20120922,"울산",1,1
"9032",20120922,"울산",2,2
"9033",20120922,"인천",1,2
"9034",20120922,"인천",2,0
"9035",20120922,"전남",1,0
"9036",20120922,"전남",2,1
"9037",20120922,"전북",1,0
"9038",20120922,"전북",2,0
"9039",20120922,"제주",1,0
"9040",20120922,"제주",2,0
"9041",20120922,"충남",1,0
"9042",20120922,"충남",2,0
"9043",20120922,"충북",1,1
"9044",20120922,"충북",2,0
"9045",20120923,"강원",1,0
"9046",20120923,"강원",2,0
"9047",20120923,"경기",1,4
"9048",20120923,"경기",2,6
"9049",20120923,"경남",1,0
"9050",20120923,"경남",2,1
"9051",20120923,"경북",1,1
"9052",20120923,"경북",2,2
"9053",20120923,"광주",1,0
"9054",20120923,"광주",2,0
"9055",20120923,"대구",1,1
"9056",20120923,"대구",2,1
"9057",20120923,"대전",1,2
"9058",20120923,"대전",2,0
"9059",20120923,"부산",1,1
"9060",20120923,"부산",2,2
"9061",20120923,"서울",1,2
"9062",20120923,"서울",2,2
"9063",20120923,"세종",1,0
"9064",20120923,"세종",2,0
"9065",20120923,"울산",1,1
"9066",20120923,"울산",2,1
"9067",20120923,"인천",1,0
"9068",20120923,"인천",2,1
"9069",20120923,"전남",1,1
"9070",20120923,"전남",2,1
"9071",20120923,"전북",1,0
"9072",20120923,"전북",2,2
"9073",20120923,"제주",1,0
"9074",20120923,"제주",2,0
"9075",20120923,"충남",1,0
"9076",20120923,"충남",2,1
"9077",20120923,"충북",1,0
"9078",20120923,"충북",2,0
"9079",20120924,"강원",1,1
"9080",20120924,"강원",2,0
"9081",20120924,"경기",1,6
"9082",20120924,"경기",2,5
"9083",20120924,"경남",1,4
"9084",20120924,"경남",2,2
"9085",20120924,"경북",1,1
"9086",20120924,"경북",2,2
"9087",20120924,"광주",1,1
"9088",20120924,"광주",2,2
"9089",20120924,"대구",1,1
"9090",20120924,"대구",2,0
"9091",20120924,"대전",1,1
"9092",20120924,"대전",2,3
"9093",20120924,"부산",1,2
"9094",20120924,"부산",2,2
"9095",20120924,"서울",1,2
"9096",20120924,"서울",2,2
"9097",20120924,"세종",1,0
"9098",20120924,"세종",2,0
"9099",20120924,"울산",1,0
"9100",20120924,"울산",2,0
"9101",20120924,"인천",1,1
"9102",20120924,"인천",2,0
"9103",20120924,"전남",1,0
"9104",20120924,"전남",2,2
"9105",20120924,"전북",1,4
"9106",20120924,"전북",2,1
"9107",20120924,"제주",1,2
"9108",20120924,"제주",2,0
"9109",20120924,"충남",1,2
"9110",20120924,"충남",2,0
"9111",20120924,"충북",1,0
"9112",20120924,"충북",2,1
"9113",20120925,"강원",1,1
"9114",20120925,"강원",2,1
"9115",20120925,"경기",1,1
"9116",20120925,"경기",2,4
"9117",20120925,"경남",1,0
"9118",20120925,"경남",2,0
"9119",20120925,"경북",1,1
"9120",20120925,"경북",2,2
"9121",20120925,"광주",1,2
"9122",20120925,"광주",2,0
"9123",20120925,"대구",1,1
"9124",20120925,"대구",2,1
"9125",20120925,"대전",1,3
"9126",20120925,"대전",2,0
"9127",20120925,"부산",1,2
"9128",20120925,"부산",2,3
"9129",20120925,"서울",1,5
"9130",20120925,"서울",2,4
"9131",20120925,"세종",1,0
"9132",20120925,"세종",2,0
"9133",20120925,"울산",1,0
"9134",20120925,"울산",2,0
"9135",20120925,"인천",1,2
"9136",20120925,"인천",2,0
"9137",20120925,"전남",1,1
"9138",20120925,"전남",2,2
"9139",20120925,"전북",1,3
"9140",20120925,"전북",2,2
"9141",20120925,"제주",1,0
"9142",20120925,"제주",2,0
"9143",20120925,"충남",1,0
"9144",20120925,"충남",2,0
"9145",20120925,"충북",1,0
"9146",20120925,"충북",2,0
"9147",20120926,"강원",1,0
"9148",20120926,"강원",2,2
"9149",20120926,"경기",1,0
"9150",20120926,"경기",2,4
"9151",20120926,"경남",1,4
"9152",20120926,"경남",2,2
"9153",20120926,"경북",1,2
"9154",20120926,"경북",2,5
"9155",20120926,"광주",1,0
"9156",20120926,"광주",2,0
"9157",20120926,"대구",1,0
"9158",20120926,"대구",2,1
"9159",20120926,"대전",1,1
"9160",20120926,"대전",2,1
"9161",20120926,"부산",1,4
"9162",20120926,"부산",2,1
"9163",20120926,"서울",1,7
"9164",20120926,"서울",2,2
"9165",20120926,"세종",1,0
"9166",20120926,"세종",2,0
"9167",20120926,"울산",1,0
"9168",20120926,"울산",2,1
"9169",20120926,"인천",1,2
"9170",20120926,"인천",2,2
"9171",20120926,"전남",1,2
"9172",20120926,"전남",2,2
"9173",20120926,"전북",1,3
"9174",20120926,"전북",2,2
"9175",20120926,"제주",1,0
"9176",20120926,"제주",2,0
"9177",20120926,"충남",1,1
"9178",20120926,"충남",2,0
"9179",20120926,"충북",1,4
"9180",20120926,"충북",2,1
"9181",20120927,"강원",1,1
"9182",20120927,"강원",2,1
"9183",20120927,"경기",1,6
"9184",20120927,"경기",2,3
"9185",20120927,"경남",1,4
"9186",20120927,"경남",2,4
"9187",20120927,"경북",1,0
"9188",20120927,"경북",2,2
"9189",20120927,"광주",1,1
"9190",20120927,"광주",2,0
"9191",20120927,"대구",1,0
"9192",20120927,"대구",2,5
"9193",20120927,"대전",1,1
"9194",20120927,"대전",2,2
"9195",20120927,"부산",1,2
"9196",20120927,"부산",2,1
"9197",20120927,"서울",1,5
"9198",20120927,"서울",2,2
"9199",20120927,"세종",1,0
"9200",20120927,"세종",2,0
"9201",20120927,"울산",1,0
"9202",20120927,"울산",2,1
"9203",20120927,"인천",1,1
"9204",20120927,"인천",2,1
"9205",20120927,"전남",1,1
"9206",20120927,"전남",2,3
"9207",20120927,"전북",1,0
"9208",20120927,"전북",2,1
"9209",20120927,"제주",1,0
"9210",20120927,"제주",2,0
"9211",20120927,"충남",1,3
"9212",20120927,"충남",2,1
"9213",20120927,"충북",1,0
"9214",20120927,"충북",2,0
"9215",20120928,"강원",1,2
"9216",20120928,"강원",2,1
"9217",20120928,"경기",1,0
"9218",20120928,"경기",2,5
"9219",20120928,"경남",1,1
"9220",20120928,"경남",2,4
"9221",20120928,"경북",1,1
"9222",20120928,"경북",2,3
"9223",20120928,"광주",1,0
"9224",20120928,"광주",2,1
"9225",20120928,"대구",1,0
"9226",20120928,"대구",2,0
"9227",20120928,"대전",1,1
"9228",20120928,"대전",2,1
"9229",20120928,"부산",1,0
"9230",20120928,"부산",2,3
"9231",20120928,"서울",1,2
"9232",20120928,"서울",2,8
"9233",20120928,"세종",1,0
"9234",20120928,"세종",2,0
"9235",20120928,"울산",1,0
"9236",20120928,"울산",2,0
"9237",20120928,"인천",1,1
"9238",20120928,"인천",2,0
"9239",20120928,"전남",1,1
"9240",20120928,"전남",2,4
"9241",20120928,"전북",1,0
"9242",20120928,"전북",2,3
"9243",20120928,"제주",1,0
"9244",20120928,"제주",2,0
"9245",20120928,"충남",1,2
"9246",20120928,"충남",2,2
"9247",20120928,"충북",1,2
"9248",20120928,"충북",2,0
"9249",20120929,"강원",1,0
"9250",20120929,"강원",2,1
"9251",20120929,"경기",1,2
"9252",20120929,"경기",2,6
"9253",20120929,"경남",1,2
"9254",20120929,"경남",2,4
"9255",20120929,"경북",1,0
"9256",20120929,"경북",2,2
"9257",20120929,"광주",1,0
"9258",20120929,"광주",2,1
"9259",20120929,"대구",1,2
"9260",20120929,"대구",2,0
"9261",20120929,"대전",1,0
"9262",20120929,"대전",2,0
"9263",20120929,"부산",1,1
"9264",20120929,"부산",2,0
"9265",20120929,"서울",1,5
"9266",20120929,"서울",2,0
"9267",20120929,"세종",1,0
"9268",20120929,"세종",2,0
"9269",20120929,"울산",1,0
"9270",20120929,"울산",2,0
"9271",20120929,"인천",1,1
"9272",20120929,"인천",2,0
"9273",20120929,"전남",1,2
"9274",20120929,"전남",2,1
"9275",20120929,"전북",1,0
"9276",20120929,"전북",2,0
"9277",20120929,"제주",1,0
"9278",20120929,"제주",2,0
"9279",20120929,"충남",1,0
"9280",20120929,"충남",2,0
"9281",20120929,"충북",1,0
"9282",20120929,"충북",2,1
"9283",20120930,"강원",1,2
"9284",20120930,"강원",2,0
"9285",20120930,"경기",1,4
"9286",20120930,"경기",2,2
"9287",20120930,"경남",1,1
"9288",20120930,"경남",2,1
"9289",20120930,"경북",1,0
"9290",20120930,"경북",2,2
"9291",20120930,"광주",1,0
"9292",20120930,"광주",2,0
"9293",20120930,"대구",1,1
"9294",20120930,"대구",2,1
"9295",20120930,"대전",1,1
"9296",20120930,"대전",2,0
"9297",20120930,"부산",1,1
"9298",20120930,"부산",2,1
"9299",20120930,"서울",1,1
"9300",20120930,"서울",2,3
"9301",20120930,"세종",1,0
"9302",20120930,"세종",2,0
"9303",20120930,"울산",1,0
"9304",20120930,"울산",2,0
"9305",20120930,"인천",1,0
"9306",20120930,"인천",2,1
"9307",20120930,"전남",1,0
"9308",20120930,"전남",2,1
"9309",20120930,"전북",1,1
"9310",20120930,"전북",2,0
"9311",20120930,"제주",1,1
"9312",20120930,"제주",2,0
"9313",20120930,"충남",1,2
"9314",20120930,"충남",2,3
"9315",20120930,"충북",1,1
"9316",20120930,"충북",2,0
"9317",20121001,"강원",1,3
"9318",20121001,"강원",2,2
"9319",20121001,"경기",1,3
"9320",20121001,"경기",2,9
"9321",20121001,"경남",1,4
"9322",20121001,"경남",2,3
"9323",20121001,"경북",1,4
"9324",20121001,"경북",2,2
"9325",20121001,"광주",1,0
"9326",20121001,"광주",2,5
"9327",20121001,"대구",1,1
"9328",20121001,"대구",2,0
"9329",20121001,"대전",1,0
"9330",20121001,"대전",2,0
"9331",20121001,"부산",1,0
"9332",20121001,"부산",2,0
"9333",20121001,"서울",1,3
"9334",20121001,"서울",2,5
"9335",20121001,"세종",1,1
"9336",20121001,"세종",2,0
"9337",20121001,"울산",1,0
"9338",20121001,"울산",2,0
"9339",20121001,"인천",1,1
"9340",20121001,"인천",2,1
"9341",20121001,"전남",1,4
"9342",20121001,"전남",2,2
"9343",20121001,"전북",1,0
"9344",20121001,"전북",2,2
"9345",20121001,"제주",1,0
"9346",20121001,"제주",2,0
"9347",20121001,"충남",1,0
"9348",20121001,"충남",2,0
"9349",20121001,"충북",1,1
"9350",20121001,"충북",2,2
"9351",20121002,"강원",1,0
"9352",20121002,"강원",2,3
"9353",20121002,"경기",1,6
"9354",20121002,"경기",2,3
"9355",20121002,"경남",1,2
"9356",20121002,"경남",2,4
"9357",20121002,"경북",1,1
"9358",20121002,"경북",2,4
"9359",20121002,"광주",1,0
"9360",20121002,"광주",2,0
"9361",20121002,"대구",1,1
"9362",20121002,"대구",2,3
"9363",20121002,"대전",1,2
"9364",20121002,"대전",2,2
"9365",20121002,"부산",1,1
"9366",20121002,"부산",2,0
"9367",20121002,"서울",1,6
"9368",20121002,"서울",2,2
"9369",20121002,"세종",1,0
"9370",20121002,"세종",2,0
"9371",20121002,"울산",1,2
"9372",20121002,"울산",2,0
"9373",20121002,"인천",1,2
"9374",20121002,"인천",2,2
"9375",20121002,"전남",1,2
"9376",20121002,"전남",2,1
"9377",20121002,"전북",1,1
"9378",20121002,"전북",2,6
"9379",20121002,"제주",1,2
"9380",20121002,"제주",2,3
"9381",20121002,"충남",1,1
"9382",20121002,"충남",2,2
"9383",20121002,"충북",1,1
"9384",20121002,"충북",2,3
"9385",20121003,"강원",1,2
"9386",20121003,"강원",2,1
"9387",20121003,"경기",1,4
"9388",20121003,"경기",2,5
"9389",20121003,"경남",1,1
"9390",20121003,"경남",2,1
"9391",20121003,"경북",1,3
"9392",20121003,"경북",2,1
"9393",20121003,"광주",1,1
"9394",20121003,"광주",2,0
"9395",20121003,"대구",1,1
"9396",20121003,"대구",2,1
"9397",20121003,"대전",1,1
"9398",20121003,"대전",2,0
"9399",20121003,"부산",1,2
"9400",20121003,"부산",2,1
"9401",20121003,"서울",1,4
"9402",20121003,"서울",2,0
"9403",20121003,"세종",1,0
"9404",20121003,"세종",2,0
"9405",20121003,"울산",1,2
"9406",20121003,"울산",2,0
"9407",20121003,"인천",1,0
"9408",20121003,"인천",2,1
"9409",20121003,"전남",1,0
"9410",20121003,"전남",2,2
"9411",20121003,"전북",1,2
"9412",20121003,"전북",2,0
"9413",20121003,"제주",1,0
"9414",20121003,"제주",2,1
"9415",20121003,"충남",1,1
"9416",20121003,"충남",2,0
"9417",20121003,"충북",1,2
"9418",20121003,"충북",2,0
"9419",20121004,"강원",1,0
"9420",20121004,"강원",2,1
"9421",20121004,"경기",1,6
"9422",20121004,"경기",2,8
"9423",20121004,"경남",1,5
"9424",20121004,"경남",2,4
"9425",20121004,"경북",1,1
"9426",20121004,"경북",2,3
"9427",20121004,"광주",1,1
"9428",20121004,"광주",2,0
"9429",20121004,"대구",1,0
"9430",20121004,"대구",2,1
"9431",20121004,"대전",1,1
"9432",20121004,"대전",2,0
"9433",20121004,"부산",1,3
"9434",20121004,"부산",2,1
"9435",20121004,"서울",1,4
"9436",20121004,"서울",2,5
"9437",20121004,"세종",1,0
"9438",20121004,"세종",2,0
"9439",20121004,"울산",1,0
"9440",20121004,"울산",2,1
"9441",20121004,"인천",1,1
"9442",20121004,"인천",2,0
"9443",20121004,"전남",1,2
"9444",20121004,"전남",2,2
"9445",20121004,"전북",1,0
"9446",20121004,"전북",2,0
"9447",20121004,"제주",1,0
"9448",20121004,"제주",2,0
"9449",20121004,"충남",1,1
"9450",20121004,"충남",2,2
"9451",20121004,"충북",1,1
"9452",20121004,"충북",2,0
"9453",20121005,"강원",1,1
"9454",20121005,"강원",2,1
"9455",20121005,"경기",1,4
"9456",20121005,"경기",2,6
"9457",20121005,"경남",1,3
"9458",20121005,"경남",2,0
"9459",20121005,"경북",1,2
"9460",20121005,"경북",2,3
"9461",20121005,"광주",1,2
"9462",20121005,"광주",2,1
"9463",20121005,"대구",1,2
"9464",20121005,"대구",2,0
"9465",20121005,"대전",1,0
"9466",20121005,"대전",2,0
"9467",20121005,"부산",1,1
"9468",20121005,"부산",2,1
"9469",20121005,"서울",1,2
"9470",20121005,"서울",2,4
"9471",20121005,"세종",1,0
"9472",20121005,"세종",2,0
"9473",20121005,"울산",1,1
"9474",20121005,"울산",2,0
"9475",20121005,"인천",1,4
"9476",20121005,"인천",2,0
"9477",20121005,"전남",1,2
"9478",20121005,"전남",2,4
"9479",20121005,"전북",1,2
"9480",20121005,"전북",2,1
"9481",20121005,"제주",1,0
"9482",20121005,"제주",2,0
"9483",20121005,"충남",1,1
"9484",20121005,"충남",2,4
"9485",20121005,"충북",1,0
"9486",20121005,"충북",2,0
"9487",20121006,"강원",1,1
"9488",20121006,"강원",2,0
"9489",20121006,"경기",1,4
"9490",20121006,"경기",2,3
"9491",20121006,"경남",1,5
"9492",20121006,"경남",2,3
"9493",20121006,"경북",1,2
"9494",20121006,"경북",2,1
"9495",20121006,"광주",1,0
"9496",20121006,"광주",2,0
"9497",20121006,"대구",1,1
"9498",20121006,"대구",2,0
"9499",20121006,"대전",1,2
"9500",20121006,"대전",2,1
"9501",20121006,"부산",1,3
"9502",20121006,"부산",2,1
"9503",20121006,"서울",1,4
"9504",20121006,"서울",2,4
"9505",20121006,"세종",1,0
"9506",20121006,"세종",2,0
"9507",20121006,"울산",1,0
"9508",20121006,"울산",2,1
"9509",20121006,"인천",1,0
"9510",20121006,"인천",2,0
"9511",20121006,"전남",1,2
"9512",20121006,"전남",2,0
"9513",20121006,"전북",1,2
"9514",20121006,"전북",2,0
"9515",20121006,"제주",1,0
"9516",20121006,"제주",2,1
"9517",20121006,"충남",1,0
"9518",20121006,"충남",2,0
"9519",20121006,"충북",1,0
"9520",20121006,"충북",2,0
"9521",20121007,"강원",1,1
"9522",20121007,"강원",2,1
"9523",20121007,"경기",1,2
"9524",20121007,"경기",2,6
"9525",20121007,"경남",1,0
"9526",20121007,"경남",2,1
"9527",20121007,"경북",1,3
"9528",20121007,"경북",2,1
"9529",20121007,"광주",1,0
"9530",20121007,"광주",2,1
"9531",20121007,"대구",1,0
"9532",20121007,"대구",2,0
"9533",20121007,"대전",1,2
"9534",20121007,"대전",2,0
"9535",20121007,"부산",1,2
"9536",20121007,"부산",2,2
"9537",20121007,"서울",1,1
"9538",20121007,"서울",2,2
"9539",20121007,"세종",1,0
"9540",20121007,"세종",2,0
"9541",20121007,"울산",1,0
"9542",20121007,"울산",2,0
"9543",20121007,"인천",1,0
"9544",20121007,"인천",2,2
"9545",20121007,"전남",1,4
"9546",20121007,"전남",2,1
"9547",20121007,"전북",1,0
"9548",20121007,"전북",2,0
"9549",20121007,"제주",1,0
"9550",20121007,"제주",2,0
"9551",20121007,"충남",1,0
"9552",20121007,"충남",2,2
"9553",20121007,"충북",1,1
"9554",20121007,"충북",2,0
"9555",20121008,"강원",1,1
"9556",20121008,"강원",2,2
"9557",20121008,"경기",1,6
"9558",20121008,"경기",2,1
"9559",20121008,"경남",1,3
"9560",20121008,"경남",2,0
"9561",20121008,"경북",1,3
"9562",20121008,"경북",2,5
"9563",20121008,"광주",1,1
"9564",20121008,"광주",2,0
"9565",20121008,"대구",1,3
"9566",20121008,"대구",2,1
"9567",20121008,"대전",1,0
"9568",20121008,"대전",2,0
"9569",20121008,"부산",1,2
"9570",20121008,"부산",2,0
"9571",20121008,"서울",1,6
"9572",20121008,"서울",2,4
"9573",20121008,"세종",1,0
"9574",20121008,"세종",2,0
"9575",20121008,"울산",1,0
"9576",20121008,"울산",2,1
"9577",20121008,"인천",1,3
"9578",20121008,"인천",2,1
"9579",20121008,"전남",1,4
"9580",20121008,"전남",2,1
"9581",20121008,"전북",1,1
"9582",20121008,"전북",2,0
"9583",20121008,"제주",1,0
"9584",20121008,"제주",2,1
"9585",20121008,"충남",1,0
"9586",20121008,"충남",2,3
"9587",20121008,"충북",1,2
"9588",20121008,"충북",2,1
"9589",20121009,"강원",1,1
"9590",20121009,"강원",2,0
"9591",20121009,"경기",1,4
"9592",20121009,"경기",2,5
"9593",20121009,"경남",1,0
"9594",20121009,"경남",2,1
"9595",20121009,"경북",1,1
"9596",20121009,"경북",2,0
"9597",20121009,"광주",1,1
"9598",20121009,"광주",2,0
"9599",20121009,"대구",1,1
"9600",20121009,"대구",2,3
"9601",20121009,"대전",1,0
"9602",20121009,"대전",2,2
"9603",20121009,"부산",1,3
"9604",20121009,"부산",2,2
"9605",20121009,"서울",1,2
"9606",20121009,"서울",2,3
"9607",20121009,"세종",1,0
"9608",20121009,"세종",2,0
"9609",20121009,"울산",1,0
"9610",20121009,"울산",2,1
"9611",20121009,"인천",1,2
"9612",20121009,"인천",2,0
"9613",20121009,"전남",1,0
"9614",20121009,"전남",2,4
"9615",20121009,"전북",1,4
"9616",20121009,"전북",2,3
"9617",20121009,"제주",1,1
"9618",20121009,"제주",2,1
"9619",20121009,"충남",1,0
"9620",20121009,"충남",2,0
"9621",20121009,"충북",1,0
"9622",20121009,"충북",2,1
"9623",20121010,"강원",1,0
"9624",20121010,"강원",2,1
"9625",20121010,"경기",1,4
"9626",20121010,"경기",2,2
"9627",20121010,"경남",1,2
"9628",20121010,"경남",2,3
"9629",20121010,"경북",1,2
"9630",20121010,"경북",2,3
"9631",20121010,"광주",1,2
"9632",20121010,"광주",2,3
"9633",20121010,"대구",1,3
"9634",20121010,"대구",2,1
"9635",20121010,"대전",1,1
"9636",20121010,"대전",2,1
"9637",20121010,"부산",1,2
"9638",20121010,"부산",2,1
"9639",20121010,"서울",1,2
"9640",20121010,"서울",2,0
"9641",20121010,"세종",1,0
"9642",20121010,"세종",2,0
"9643",20121010,"울산",1,0
"9644",20121010,"울산",2,0
"9645",20121010,"인천",1,0
"9646",20121010,"인천",2,0
"9647",20121010,"전남",1,0
"9648",20121010,"전남",2,0
"9649",20121010,"전북",1,0
"9650",20121010,"전북",2,5
"9651",20121010,"제주",1,0
"9652",20121010,"제주",2,0
"9653",20121010,"충남",1,0
"9654",20121010,"충남",2,1
"9655",20121010,"충북",1,0
"9656",20121010,"충북",2,1
"9657",20121011,"강원",1,0
"9658",20121011,"강원",2,1
"9659",20121011,"경기",1,6
"9660",20121011,"경기",2,6
"9661",20121011,"경남",1,3
"9662",20121011,"경남",2,2
"9663",20121011,"경북",1,0
