瘤痢,瘤痢疙,老矫,10CM 沥矫 配剧荐盒(%),20CM 沥矫 配剧荐盒(%),30CM 沥矫 配剧荐盒(%),50CM 沥矫 配剧荐盒(%),,老矫,10CM 沥矫 配剧荐盒(%),20CM 沥矫 配剧荐盒(%),30CM 沥矫 配剧荐盒(%),50CM 沥矫 配剧荐盒(%)
702,劳魂,2021-12-24 17:00,28.3,31.4,31,30.5,,2021-12-24 16:00,28.3,31.4,31,30.5
702,劳魂,2021-12-24 18:00,28.3,31.4,31,30.5,,2021-12-24 17:00,28.3,31.4,31,30.5
702,劳魂,2021-12-24 19:00,28.3,31.4,31,30.5,,2021-12-24 18:00,28.3,31.4,31,30.5
702,劳魂,2021-12-24 20:00,28.3,31.4,31,30.5,,2021-12-24 19:00,28.3,31.4,31,30.5
702,劳魂,2021-12-24 21:00,28.3,31.4,31,30.5,,2021-12-24 20:00,28.3,31.4,31,30.5
702,劳魂,2021-12-24 22:00,28.3,31.4,31,30.5,,2021-12-24 21:00,28.3,31.4,31,30.5
702,劳魂,2021-12-24 23:00,28.1,31.4,31,30.5,,2021-12-24 22:00,28.3,31.4,31,30.5
702,劳魂,2021-12-25 0:00,28,31.4,31,30.5,,2021-12-24 23:00,28.1,31.4,31,30.5
702,劳魂,2021-12-25 1:00,27.9,31.4,31,30.5,,2021-12-25 0:00,28,31.4,31,30.5
702,劳魂,2021-12-25 2:00,27.6,31.4,31,30.5,,2021-12-25 1:00,27.9,31.4,31,30.5
702,劳魂,2021-12-25 3:00,27.4,31.4,31,30.5,,2021-12-25 2:00,27.6,31.4,31,30.5
702,劳魂,2021-12-25 4:00,27.1,31.4,31,30.5,,2021-12-25 3:00,27.4,31.4,31,30.5
702,劳魂,2021-12-25 5:00,26.8,31.4,31,30.5,,2021-12-25 4:00,27.1,31.4,31,30.5
702,劳魂,2021-12-25 6:00,26.5,31.3,31,30.5,,2021-12-25 5:00,26.8,31.4,31,30.5
702,劳魂,2021-12-25 7:00,26.1,31.3,31,30.5,,2021-12-25 6:00,26.5,31.3,31,30.5
702,劳魂,2021-12-25 8:00,25.8,31.3,31,30.5,,2021-12-25 7:00,26.1,31.3,31,30.5
702,劳魂,2021-12-25 9:00,25.4,31.3,31,30.5,,2021-12-25 8:00,25.8,31.3,31,30.5
702,劳魂,2021-12-25 10:00,25.1,31.3,31,30.5,,2021-12-25 9:00,25.4,31.3,31,30.5
702,劳魂,2021-12-25 11:00,25.1,31.3,31,30.5,,2021-12-25 10:00,25.1,31.3,31,30.5
702,劳魂,2021-12-25 12:00,25.1,31.3,31,30.5,,2021-12-25 11:00,25.1,31.3,31,30.5
702,劳魂,2021-12-25 13:00,25.3,31.3,31,30.5,,2021-12-25 12:00,25.1,31.3,31,30.5
702,劳魂,2021-12-25 14:00,25.3,31.3,31,30.5,,2021-12-25 13:00,25.3,31.3,31,30.5
702,劳魂,2021-12-25 15:00,25.4,31.1,31,30.5,,2021-12-25 14:00,25.3,31.3,31,30.5
702,劳魂,2021-12-25 16:00,25.4,31.1,31,30.5,,2021-12-25 15:00,25.4,31.1,31,30.5
702,劳魂,2021-12-25 17:00,25.3,31.1,31,30.5,,2021-12-25 16:00,25.4,31.1,31,30.5
702,劳魂,2021-12-25 18:00,24.9,31.1,31,30.5,,2021-12-25 17:00,25.3,31.1,31,30.5
702,劳魂,2021-12-25 19:00,24.4,31.1,31,30.5,,2021-12-25 18:00,24.9,31.1,31,30.5
702,劳魂,2021-12-25 20:00,23.8,31.1,31,30.5,,2021-12-25 19:00,24.4,31.1,31,30.5
702,劳魂,2021-12-25 21:00,23.3,31.1,31,30.5,,2021-12-25 20:00,23.8,31.1,31,30.5
702,劳魂,2021-12-25 22:00,22.6,31.1,31,30.5,,2021-12-25 21:00,23.3,31.1,31,30.5
702,劳魂,2021-12-25 23:00,22,31.1,31,30.5,,2021-12-25 22:00,22.6,31.1,31,30.5
702,劳魂,2021-12-26 0:00,21.4,31,31,30.5,,2021-12-25 23:00,22,31.1,31,30.5
702,劳魂,2021-12-26 1:00,20.9,31,31,30.5,,2021-12-26 0:00,21.4,31,31,30.5
702,劳魂,2021-12-26 2:00,19.9,31,31,30.5,,2021-12-26 1:00,20.9,31,31,30.5
702,劳魂,2021-12-26 3:00,19.1,31,31,30.5,,2021-12-26 2:00,19.9,31,31,30.5
702,劳魂,2021-12-26 4:00,18.4,30.9,31,30.5,,2021-12-26 3:00,19.1,31,31,30.5
702,劳魂,2021-12-26 5:00,17.6,30.9,31,30.5,,2021-12-26 4:00,18.4,30.9,31,30.5
702,劳魂,2021-12-26 6:00,17,30.8,31,30.5,,2021-12-26 5:00,17.6,30.9,31,30.5
702,劳魂,2021-12-26 7:00,16.4,30.8,31,30.5,,2021-12-26 6:00,17,30.8,31,30.5
702,劳魂,2021-12-26 8:00,15.8,30.6,31,30.5,,2021-12-26 7:00,16.4,30.8,31,30.5
702,劳魂,2021-12-26 9:00,15.3,30.6,31,30.5,,2021-12-26 8:00,15.8,30.6,31,30.5
702,劳魂,2021-12-26 10:00,15,30.5,30.9,30.5,,2021-12-26 9:00,15.3,30.6,31,30.5
702,劳魂,2021-12-26 11:00,15,30.5,30.9,30.4,,2021-12-26 10:00,15,30.5,30.9,30.5
702,劳魂,2021-12-26 12:00,14.9,30.5,30.9,30.4,,2021-12-26 11:00,15,30.5,30.9,30.4
702,劳魂,2021-12-26 13:00,15.1,30.4,30.9,30.4,,2021-12-26 12:00,14.9,30.5,30.9,30.4
702,劳魂,2021-12-26 14:00,15.3,30.4,30.9,30.4,,2021-12-26 13:00,15.1,30.4,30.9,30.4
702,劳魂,2021-12-26 15:00,15.4,30.4,30.9,30.4,,2021-12-26 14:00,15.3,30.4,30.9,30.4
702,劳魂,2021-12-26 16:00,15.8,30.4,30.9,30.4,,2021-12-26 15:00,15.4,30.4,30.9,30.4
702,劳魂,2021-12-26 17:00,15.8,30.3,30.9,30.4,,2021-12-26 16:00,15.8,30.4,30.9,30.4
702,劳魂,2021-12-26 18:00,15.6,30.3,30.9,30.4,,2021-12-26 17:00,15.8,30.3,30.9,30.4
702,劳魂,2021-12-26 19:00,15.1,30.3,30.9,30.4,,2021-12-26 18:00,15.6,30.3,30.9,30.4
702,劳魂,2021-12-26 20:00,14.7,30.1,30.9,30.4,,2021-12-26 19:00,15.1,30.3,30.9,30.4
702,劳魂,2021-12-26 21:00,14.3,30.1,30.9,30.4,,2021-12-26 20:00,14.7,30.1,30.9,30.4
702,劳魂,2021-12-26 22:00,13.8,30,30.9,30.4,,2021-12-26 21:00,14.3,30.1,30.9,30.4
702,劳魂,2021-12-26 23:00,13.4,30,30.9,30.4,,2021-12-26 22:00,13.8,30,30.9,30.4
702,劳魂,2021-12-27 0:00,12.9,29.9,30.9,30.4,,2021-12-26 23:00,13.4,30,30.9,30.4
702,劳魂,2021-12-27 1:00,12.6,29.8,30.9,30.4,,2021-12-27 0:00,12.9,29.9,30.9,30.4
702,劳魂,2021-12-27 2:00,12.2,29.7,30.9,30.4,,2021-12-27 1:00,12.6,29.8,30.9,30.4
702,劳魂,2021-12-27 3:00,11.8,29.6,30.9,30.4,,2021-12-27 2:00,12.2,29.7,30.9,30.4
702,劳魂,2021-12-27 4:00,11.4,29.5,30.9,30.4,,2021-12-27 3:00,11.8,29.6,30.9,30.4
702,劳魂,2021-12-27 5:00,11.1,29.4,30.9,30.4,,2021-12-27 4:00,11.4,29.5,30.9,30.4
702,劳魂,2021-12-27 6:00,10.8,29.3,30.9,30.4,,2021-12-27 5:00,11.1,29.4,30.9,30.4
702,劳魂,2021-12-27 7:00,10.4,29.1,30.8,30.4,,2021-12-27 6:00,10.8,29.3,30.9,30.4
702,劳魂,2021-12-27 8:00,10.1,29,30.8,30.4,,2021-12-27 7:00,10.4,29.1,30.8,30.4
702,劳魂,2021-12-27 9:00,9.9,28.9,30.8,30.4,,2021-12-27 8:00,10.1,29,30.8,30.4
702,劳魂,2021-12-27 10:00,9.8,28.8,30.8,30.4,,2021-12-27 9:00,9.9,28.9,30.8,30.4
702,劳魂,2021-12-27 11:00,9.9,28.6,30.8,30.4,,2021-12-27 10:00,9.8,28.8,30.8,30.4
702,劳魂,2021-12-27 12:00,10,28.5,30.8,30.4,,2021-12-27 11:00,9.9,28.6,30.8,30.4
702,劳魂,2021-12-27 13:00,10.2,28.5,30.8,30.4,,2021-12-27 12:00,10,28.5,30.8,30.4
702,劳魂,2021-12-27 14:00,10.5,28.4,30.8,30.4,,2021-12-27 13:00,10.2,28.5,30.8,30.4
702,劳魂,2021-12-27 15:00,10.8,28.4,30.8,30.4,,2021-12-27 14:00,10.5,28.4,30.8,30.4
702,劳魂,2021-12-27 16:00,11.1,28.4,30.8,30.4,,2021-12-27 15:00,10.8,28.4,30.8,30.4
702,劳魂,2021-12-27 17:00,11.3,28.4,30.8,30.4,,2021-12-27 16:00,11.1,28.4,30.8,30.4
702,劳魂,2021-12-27 18:00,11.5,28.4,30.8,30.4,,2021-12-27 17:00,11.3,28.4,30.8,30.4
702,劳魂,2021-12-27 19:00,11.7,28.4,30.8,30.4,,2021-12-27 18:00,11.5,28.4,30.8,30.4
702,劳魂,2021-12-27 20:00,11.9,28.4,30.6,30.4,,2021-12-27 19:00,11.7,28.4,30.8,30.4
702,劳魂,2021-12-27 21:00,12.1,28.4,30.6,30.4,,2021-12-27 20:00,11.9,28.4,30.6,30.4
702,劳魂,2021-12-27 22:00,12.2,28.4,30.6,30.4,,2021-12-27 21:00,12.1,28.4,30.6,30.4
702,劳魂,2021-12-27 23:00,12.4,28.4,30.6,30.3,,2021-12-27 22:00,12.2,28.4,30.6,30.4
702,劳魂,2021-12-28 0:00,12.5,28.4,30.6,30.3,,2021-12-27 23:00,12.4,28.4,30.6,30.3
702,劳魂,2021-12-28 1:00,12.7,28.4,30.6,30.3,,2021-12-28 0:00,12.5,28.4,30.6,30.3
702,劳魂,2021-12-28 2:00,12.8,28.4,30.6,30.3,,2021-12-28 1:00,12.7,28.4,30.6,30.3
702,劳魂,2021-12-28 3:00,12.9,28.4,30.6,30.3,,2021-12-28 2:00,12.8,28.4,30.6,30.3
702,劳魂,2021-12-28 4:00,13.1,28.4,30.6,30.3,,2021-12-28 3:00,12.9,28.4,30.6,30.3
702,劳魂,2021-12-28 5:00,13.2,28.4,30.6,30.3,,2021-12-28 4:00,13.1,28.4,30.6,30.3
702,劳魂,2021-12-28 6:00,13.4,28.4,30.6,30.3,,2021-12-28 5:00,13.2,28.4,30.6,30.3
702,劳魂,2021-12-28 7:00,13.5,28.4,30.6,30.3,,2021-12-28 6:00,13.4,28.4,30.6,30.3
702,劳魂,2021-12-28 8:00,13.6,28.4,30.5,30.3,,2021-12-28 7:00,13.5,28.4,30.6,30.3
702,劳魂,2021-12-28 9:00,13.8,28.4,30.5,30.3,,2021-12-28 8:00,13.6,28.4,30.5,30.3
702,劳魂,2021-12-28 10:00,13.9,28.5,30.5,30.3,,2021-12-28 9:00,13.8,28.4,30.5,30.3
702,劳魂,2021-12-28 11:00,14.3,28.5,30.5,30.3,,2021-12-28 10:00,13.9,28.5,30.5,30.3
702,劳魂,2021-12-28 12:00,14.9,28.5,30.5,30.3,,2021-12-28 11:00,14.3,28.5,30.5,30.3
702,劳魂,2021-12-28 13:00,15.4,28.5,30.5,30.3,,2021-12-28 12:00,14.9,28.5,30.5,30.3
702,劳魂,2021-12-28 14:00,15.9,28.5,30.5,30.3,,2021-12-28 13:00,15.4,28.5,30.5,30.3
702,劳魂,2021-12-28 15:00,16.5,28.6,30.5,30.3,,2021-12-28 14:00,15.9,28.5,30.5,30.3
702,劳魂,2021-12-28 16:00,16.9,28.6,30.5,30.3,,2021-12-28 15:00,16.5,28.6,30.5,30.3
702,劳魂,2021-12-28 17:00,17.3,28.6,30.5,30.3,,2021-12-28 16:00,16.9,28.6,30.5,30.3
702,劳魂,2021-12-28 18:00,17.4,28.6,30.5,30.3,,2021-12-28 17:00,17.3,28.6,30.5,30.3
702,劳魂,2021-12-28 19:00,17.5,28.6,30.5,30.3,,2021-12-28 18:00,17.4,28.6,30.5,30.3
702,劳魂,2021-12-28 20:00,17.5,28.6,30.5,30.3,,2021-12-28 19:00,17.5,28.6,30.5,30.3
702,劳魂,2021-12-28 21:00,17.5,28.6,30.5,30.3,,2021-12-28 20:00,17.5,28.6,30.5,30.3
702,劳魂,2021-12-28 22:00,17.6,28.6,30.5,30.3,,2021-12-28 21:00,17.5,28.6,30.5,30.3
702,劳魂,2021-12-28 23:00,17.8,28.6,30.5,30.3,,2021-12-28 22:00,17.6,28.6,30.5,30.3
702,劳魂,2021-12-29 0:00,17.9,28.6,30.5,30.3,,2021-12-28 23:00,17.8,28.6,30.5,30.3
702,劳魂,2021-12-29 1:00,18,28.7,30.4,30.3,,2021-12-29 0:00,17.9,28.6,30.5,30.3
702,劳魂,2021-12-29 2:00,18.1,28.8,30.4,30.3,,2021-12-29 1:00,18,28.7,30.4,30.3
702,劳魂,2021-12-29 3:00,18.3,28.8,30.4,30.3,,2021-12-29 2:00,18.1,28.8,30.4,30.3
702,劳魂,2021-12-29 4:00,18.3,28.8,30.4,30.3,,2021-12-29 3:00,18.3,28.8,30.4,30.3
702,劳魂,2021-12-29 5:00,18.4,28.8,30.4,30.3,,2021-12-29 4:00,18.3,28.8,30.4,30.3
702,劳魂,2021-12-29 6:00,18.5,28.8,30.4,30.3,,2021-12-29 5:00,18.4,28.8,30.4,30.3
702,劳魂,2021-12-29 7:00,18.6,28.8,30.4,30.3,,2021-12-29 6:00,18.5,28.8,30.4,30.3
702,劳魂,2021-12-29 8:00,18.8,28.8,30.4,30.3,,2021-12-29 7:00,18.6,28.8,30.4,30.3
702,劳魂,2021-12-29 9:00,18.9,28.9,30.4,30.3,,2021-12-29 8:00,18.8,28.8,30.4,30.3
702,劳魂,2021-12-29 10:00,19,28.9,30.4,30.3,,2021-12-29 9:00,18.9,28.9,30.4,30.3
702,劳魂,2021-12-29 11:00,19.4,28.9,30.4,30.3,,2021-12-29 10:00,19,28.9,30.4,30.3
702,劳魂,2021-12-29 12:00,19.9,28.9,30.4,30.3,,2021-12-29 11:00,19.4,28.9,30.4,30.3
702,劳魂,2021-12-29 13:00,20.5,28.9,30.4,30.3,,2021-12-29 12:00,19.9,28.9,30.4,30.3
702,劳魂,2021-12-29 14:00,21,28.9,30.4,30.3,,2021-12-29 13:00,20.5,28.9,30.4,30.3
702,劳魂,2021-12-29 15:00,21.8,28.9,30.4,30.3,,2021-12-29 14:00,21,28.9,30.4,30.3
702,劳魂,2021-12-29 16:00,22.5,29,30.4,30.3,,2021-12-29 15:00,21.8,28.9,30.4,30.3
702,劳魂,2021-12-29 17:00,23,29,30.4,30.3,,2021-12-29 16:00,22.5,29,30.4,30.3
702,劳魂,2021-12-29 18:00,23.1,29,30.4,30.3,,2021-12-29 17:00,23,29,30.4,30.3
702,劳魂,2021-12-29 19:00,23.1,29,30.4,30.3,,2021-12-29 18:00,23.1,29,30.4,30.3
702,劳魂,2021-12-29 20:00,23.3,29,30.4,30.3,,2021-12-29 19:00,23.1,29,30.4,30.3
702,劳魂,2021-12-29 21:00,23.3,29,30.4,30.3,,2021-12-29 20:00,23.3,29,30.4,30.3
702,劳魂,2021-12-29 22:00,23.3,29,30.4,30.3,,2021-12-29 21:00,23.3,29,30.4,30.3
702,劳魂,2021-12-29 23:00,23.4,29,30.4,30.3,,2021-12-29 22:00,23.3,29,30.4,30.3
702,劳魂,2021-12-30 0:00,23.5,29.1,30.4,30.3,,2021-12-29 23:00,23.4,29,30.4,30.3
702,劳魂,2021-12-30 1:00,23.5,29.1,30.4,30.3,,2021-12-30 0:00,23.5,29.1,30.4,30.3
702,劳魂,2021-12-30 2:00,23.6,29.1,30.4,30.3,,2021-12-30 1:00,23.5,29.1,30.4,30.3
702,劳魂,2021-12-30 3:00,23.5,29.1,30.4,30.3,,2021-12-30 2:00,23.6,29.1,30.4,30.3
702,劳魂,2021-12-30 4:00,23.5,29.1,30.4,30.3,,2021-12-30 3:00,23.5,29.1,30.4,30.3
702,劳魂,2021-12-30 5:00,23.4,29.1,30.4,30.3,,2021-12-30 4:00,23.5,29.1,30.4,30.3
702,劳魂,2021-12-30 6:00,23.3,29.1,30.4,30.2,,2021-12-30 5:00,23.4,29.1,30.4,30.3
702,劳魂,2021-12-30 7:00,23,29.1,30.3,30.1,,2021-12-30 6:00,23.3,29.1,30.4,30.2
702,劳魂,2021-12-30 8:00,22.8,29.1,30.3,30.1,,2021-12-30 7:00,23,29.1,30.3,30.1
702,劳魂,2021-12-30 9:00,22.5,29.3,30.3,30.1,,2021-12-30 8:00,22.8,29.1,30.3,30.1
702,劳魂,2021-12-30 10:00,22.4,29.3,30.3,30.1,,2021-12-30 9:00,22.5,29.3,30.3,30.1
702,劳魂,2021-12-30 11:00,22.4,29.3,30.3,30.1,,2021-12-30 10:00,22.4,29.3,30.3,30.1
702,劳魂,2021-12-30 12:00,22.5,29.3,30.3,30.1,,2021-12-30 11:00,22.4,29.3,30.3,30.1
702,劳魂,2021-12-30 13:00,22.6,29.3,30.3,30.1,,2021-12-30 12:00,22.5,29.3,30.3,30.1
702,劳魂,2021-12-30 14:00,22.9,29.3,30.3,30.1,,2021-12-30 13:00,22.6,29.3,30.3,30.1
702,劳魂,2021-12-30 15:00,23.1,29.3,30.3,30.1,,2021-12-30 14:00,22.9,29.3,30.3,30.1
702,劳魂,2021-12-30 16:00,23.4,29.3,30.3,30.1,,2021-12-30 15:00,23.1,29.3,30.3,30.1
702,劳魂,2021-12-30 17:00,23.6,29.3,30.3,30.1,,2021-12-30 16:00,23.4,29.3,30.3,30.1
702,劳魂,2021-12-30 18:00,23.6,29.3,30.3,30.1,,2021-12-30 17:00,23.6,29.3,30.3,30.1
702,劳魂,2021-12-30 19:00,23.8,29.3,30.3,30.1,,2021-12-30 18:00,23.6,29.3,30.3,30.1
702,劳魂,2021-12-30 20:00,23.8,29.3,30.3,30.1,,2021-12-30 19:00,23.8,29.3,30.3,30.1
702,劳魂,2021-12-30 22:00,23.9,29.4,30.3,30.1,,2021-12-30 20:00,23.8,29.3,30.3,30.1
702,劳魂,2021-12-30 23:00,23.8,29.4,30.3,30.1,,2021-12-30 21:00,,,,
702,劳魂,2021-12-31 0:00,23.8,29.4,30.3,30.1,,2021-12-30 22:00,23.9,29.4,30.3,30.1
702,劳魂,2021-12-31 1:00,23.8,29.4,30.3,30.1,,2021-12-30 23:00,23.8,29.4,30.3,30.1
702,劳魂,2021-12-31 2:00,23.6,29.4,30.3,30.1,,2021-12-31 0:00,23.8,29.4,30.3,30.1
702,劳魂,2021-12-31 3:00,23.5,29.4,30.3,30.1,,2021-12-31 1:00,23.8,29.4,30.3,30.1
702,劳魂,2021-12-31 4:00,23.4,29.4,30.3,30.1,,2021-12-31 2:00,23.6,29.4,30.3,30.1
702,劳魂,2021-12-31 5:00,23,29.4,30.3,30.1,,2021-12-31 3:00,23.5,29.4,30.3,30.1
702,劳魂,2021-12-31 6:00,22.8,29.4,30.3,30.1,,2021-12-31 4:00,23.4,29.4,30.3,30.1
702,劳魂,2021-12-31 7:00,22.3,29.4,30.3,30.1,,2021-12-31 5:00,23,29.4,30.3,30.1
702,劳魂,2021-12-31 8:00,21.9,29.4,30.3,30.1,,2021-12-31 6:00,22.8,29.4,30.3,30.1
702,劳魂,2021-12-31 9:00,21.5,29.4,30.3,30.1,,2021-12-31 7:00,22.3,29.4,30.3,30.1
702,劳魂,2021-12-31 10:00,21.3,29.4,30.3,30.1,,2021-12-31 8:00,21.9,29.4,30.3,30.1
702,劳魂,2021-12-31 11:00,21.3,29.4,30.3,30.1,,2021-12-31 9:00,21.5,29.4,30.3,30.1
702,劳魂,2021-12-31 12:00,21.3,29.4,30.3,30.1,,2021-12-31 10:00,21.3,29.4,30.3,30.1
702,劳魂,2021-12-31 13:00,21.5,29.4,30.3,30.1,,2021-12-31 11:00,21.3,29.4,30.3,30.1
702,劳魂,2021-12-31 14:00,21.6,29.4,30.3,30.1,,2021-12-31 12:00,21.3,29.4,30.3,30.1
702,劳魂,2021-12-31 15:00,21.6,29.4,30.3,30.1,,2021-12-31 13:00,21.5,29.4,30.3,30.1
702,劳魂,2021-12-31 16:00,21.8,29.4,30.3,30.1,,2021-12-31 14:00,21.6,29.4,30.3,30.1
702,劳魂,2021-12-31 17:00,21.9,29.4,30.3,30.1,,2021-12-31 15:00,21.6,29.4,30.3,30.1
702,劳魂,2021-12-31 18:00,21.9,29.4,30.3,30.1,,2021-12-31 16:00,21.8,29.4,30.3,30.1
702,劳魂,2021-12-31 19:00,21.8,29.4,30.3,30.1,,2021-12-31 17:00,21.9,29.4,30.3,30.1
702,劳魂,2021-12-31 20:00,21.4,29.4,30.3,30.1,,2021-12-31 18:00,21.9,29.4,30.3,30.1
702,劳魂,2021-12-31 21:00,21,29.4,30.3,30.1,,2021-12-31 19:00,21.8,29.4,30.3,30.1
702,劳魂,2021-12-31 22:00,20.6,29.4,30.3,30.1,,2021-12-31 20:00,21.4,29.4,30.3,30.1
702,劳魂,2021-12-31 23:00,20.1,29.4,30.3,30.1,,2021-12-31 21:00,21,29.4,30.3,30.1
702,劳魂,2022-01-01 1:00,18.9,29.4,30.3,30.1,,2021-12-31 22:00,20.6,29.4,30.3,30.1
702,劳魂,2022-01-01 2:00,18.3,29.4,30.3,30.1,,2021-12-31 23:00,20.1,29.4,30.3,30.1
702,劳魂,2022-01-01 3:00,17.6,29.4,30.3,30.1,,2022-01-01 1:00,18.9,29.4,30.3,30.1
702,劳魂,2022-01-01 4:00,17,29.3,30.3,30.1,,2022-01-01 2:00,18.3,29.4,30.3,30.1
702,劳魂,2022-01-01 5:00,16.5,29.3,30.3,30.1,,2022-01-01 3:00,17.6,29.4,30.3,30.1
702,劳魂,2022-01-01 6:00,16,29.3,30.3,30.1,,2022-01-01 4:00,17,29.3,30.3,30.1
702,劳魂,2022-01-01 7:00,15.4,29.3,30.3,30.1,,2022-01-01 5:00,16.5,29.3,30.3,30.1
702,劳魂,2022-01-01 8:00,14.9,29.2,30.3,30.1,,2022-01-01 6:00,16,29.3,30.3,30.1
702,劳魂,2022-01-01 9:00,14.6,29.1,30.3,30.1,,2022-01-01 7:00,15.4,29.3,30.3,30.1
702,劳魂,2022-01-01 10:00,14.4,29.1,30.3,30.1,,2022-01-01 8:00,14.9,29.2,30.3,30.1
702,劳魂,2022-01-01 11:00,14.5,29.1,30.3,30.1,,2022-01-01 9:00,14.6,29.1,30.3,30.1
702,劳魂,2022-01-01 12:00,14.7,29.1,30.3,30.1,,2022-01-01 10:00,14.4,29.1,30.3,30.1
702,劳魂,2022-01-01 13:00,15.1,29,30.3,30.1,,2022-01-01 11:00,14.5,29.1,30.3,30.1
702,劳魂,2022-01-01 14:00,15.3,29,30.3,30.1,,2022-01-01 12:00,14.7,29.1,30.3,30.1
702,劳魂,2022-01-01 15:00,15.6,29,30.3,30.1,,2022-01-01 13:00,15.1,29,30.3,30.1
702,劳魂,2022-01-01 16:00,15.8,29,30.3,30.1,,2022-01-01 14:00,15.3,29,30.3,30.1
702,劳魂,2022-01-01 17:00,15.9,29,30.3,30.1,,2022-01-01 15:00,15.6,29,30.3,30.1
702,劳魂,2022-01-01 18:00,16,29,30.3,30.1,,2022-01-01 16:00,15.8,29,30.3,30.1
702,劳魂,2022-01-01 19:00,16.1,28.9,30.3,30.1,,2022-01-01 17:00,15.9,29,30.3,30.1
702,劳魂,2022-01-01 20:00,16.2,28.9,30.3,30.1,,2022-01-01 18:00,16,29,30.3,30.1
702,劳魂,2022-01-01 21:00,16.1,28.9,30.3,30,,2022-01-01 19:00,16.1,28.9,30.3,30.1
702,劳魂,2022-01-01 22:00,15.8,28.9,30.3,30,,2022-01-01 20:00,16.2,28.9,30.3,30.1
702,劳魂,2022-01-01 23:00,15.6,28.9,30.3,30,,2022-01-01 21:00,16.1,28.9,30.3,30
702,劳魂,2022-01-02 1:00,15,28.9,30.3,30,,2022-01-01 22:00,15.8,28.9,30.3,30
702,劳魂,2022-01-02 2:00,14.7,28.9,30.3,30,,2022-01-01 23:00,15.6,28.9,30.3,30
702,劳魂,2022-01-02 3:00,14.1,28.8,30.3,30,,2022-01-02 1:00,15,28.9,30.3,30
702,劳魂,2022-01-02 4:00,13.6,28.8,30.3,30,,2022-01-02 2:00,14.7,28.9,30.3,30
702,劳魂,2022-01-02 5:00,13.2,28.8,30.3,30,,2022-01-02 3:00,14.1,28.8,30.3,30
702,劳魂,2022-01-02 6:00,12.9,28.8,30.3,30,,2022-01-02 4:00,13.6,28.8,30.3,30
702,劳魂,2022-01-02 7:00,12.8,28.8,30.3,30,,2022-01-02 5:00,13.2,28.8,30.3,30
702,劳魂,2022-01-02 8:00,12.8,28.6,30.3,30,,2022-01-02 6:00,12.9,28.8,30.3,30
702,劳魂,2022-01-02 9:00,12.8,28.6,30.3,30,,2022-01-02 7:00,12.8,28.8,30.3,30
702,劳魂,2022-01-02 10:00,12.9,28.6,30.3,30,,2022-01-02 8:00,12.8,28.6,30.3,30
702,劳魂,2022-01-02 11:00,13.1,28.6,30.3,30,,2022-01-02 9:00,12.8,28.6,30.3,30
702,劳魂,2022-01-02 12:00,13.4,28.6,30.3,30,,2022-01-02 10:00,12.9,28.6,30.3,30
702,劳魂,2022-01-02 13:00,14.1,28.6,30.3,30,,2022-01-02 11:00,13.1,28.6,30.3,30
702,劳魂,2022-01-02 14:00,14.8,28.6,30.2,30,,2022-01-02 12:00,13.4,28.6,30.3,30
702,劳魂,2022-01-02 15:00,15.4,28.6,30.1,30,,2022-01-02 13:00,14.1,28.6,30.3,30
702,劳魂,2022-01-02 16:00,16,28.6,30.1,30,,2022-01-02 14:00,14.8,28.6,30.2,30
702,劳魂,2022-01-02 17:00,16.4,28.5,30.1,30,,2022-01-02 15:00,15.4,28.6,30.1,30
702,劳魂,2022-01-02 18:00,16.4,28.5,30.1,30,,2022-01-02 16:00,16,28.6,30.1,30
702,劳魂,2022-01-02 19:00,16.4,28.5,30.1,30,,2022-01-02 17:00,16.4,28.5,30.1,30
702,劳魂,2022-01-02 20:00,16.5,28.5,30.1,30,,2022-01-02 18:00,16.4,28.5,30.1,30
702,劳魂,2022-01-02 21:00,16.5,28.5,30.1,30,,2022-01-02 19:00,16.4,28.5,30.1,30
702,劳魂,2022-01-02 22:00,16.5,28.5,30.1,30,,2022-01-02 20:00,16.5,28.5,30.1,30
702,劳魂,2022-01-02 23:00,16.6,28.5,30.1,30,,2022-01-02 21:00,16.5,28.5,30.1,30
702,劳魂,2022-01-03 1:00,16.3,28.5,30.1,30,,2022-01-02 22:00,16.5,28.5,30.1,30
702,劳魂,2022-01-03 2:00,15.6,28.5,30.1,30,,2022-01-02 23:00,16.6,28.5,30.1,30
702,劳魂,2022-01-03 3:00,14.7,28.5,30.1,30,,2022-01-03 1:00,16.3,28.5,30.1,30
702,劳魂,2022-01-03 4:00,13.9,28.5,30.1,30,,2022-01-03 2:00,15.6,28.5,30.1,30
702,劳魂,2022-01-03 5:00,13.3,28.5,30.1,30,,2022-01-03 3:00,14.7,28.5,30.1,30
702,劳魂,2022-01-03 6:00,12.8,28.4,30.1,30,,2022-01-03 4:00,13.9,28.5,30.1,30
702,劳魂,2022-01-03 7:00,12.3,28.4,30.1,30,,2022-01-03 5:00,13.3,28.5,30.1,30
702,劳魂,2022-01-03 8:00,11.9,28.4,30.1,30,,2022-01-03 6:00,12.8,28.4,30.1,30
702,劳魂,2022-01-03 9:00,11.6,28.3,30.1,30,,2022-01-03 7:00,12.3,28.4,30.1,30
702,劳魂,2022-01-03 10:00,11.5,28.3,30.1,30,,2022-01-03 8:00,11.9,28.4,30.1,30
