10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),일자,smart_farm.shield_light_h,smart_farm.shield_tmperature_h,smart_farm.shield_energy_h,smart_farm.shield_energy_v,smart_farm.exhaust_fan,smart_farm.ceiling,smart_farm.floating_fan,smart_farm.fan_coil_b_site,smart_farm.ventilation_temperature_control,smart_farm.heating_temperature_set_up,smart_farm.heat_supply
22.93636364,23.41818182,22.16363636,24.20909091,2021-12-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4166666666666667,28.0,18.0,0.28666666666666674
22.95454545,23.4,22.13636364,24.18181818,2021-12-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43333333333333335,28.0,18.0,0.37166666666666665
22.98181818,23.39090909,22.07272727,24.16363636,2021-12-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.0,0.3583333333333333
22.93636364,23.4,22.13636364,24.15454545,2021-12-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4666666666666667,28.0,18.0,0.30666666666666675
22.91818182,23.37272727,22.17272727,24.17272727,2021-12-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,28.0,18.0,0.35500000000000004
22.9,23.34545455,22.14545455,24.14545455,2021-12-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333,28.0,18.0,0.3816666666666667
22.88181818,23.35454545,22.11818182,24.15454545,2021-12-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.34
22.85454545,23.36363636,22.03636364,24.21818182,2021-12-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.073333333333334,0.365
22.84545455,23.38181818,22.00909091,24.14545455,2021-12-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333,28.0,18.883333333333333,0.3816666666666667
22.84545455,23.4,22.09090909,24.15454545,2021-12-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,27.13,19.883333333333333,0.33999999999999997
22.92727273,23.35454545,22.09090909,24.15454545,2021-12-10 08:00:00,15.833333333333334,5.916666666666667,0.0,0.0,0.0,0.0,1.0,0.5,27.0,20.67,0.2750000000000001
22.94545455,23.34545455,22.09090909,24.13636364,2021-12-10 09:00:00,100.0,82.26666666666667,3.85,85.4,0.0,0.0,1.0,0.08333333333333333,27.0,20.015,0.05166666666666666
23.01818182,23.35454545,22.08181818,24.13636364,2021-12-10 10:00:00,100.0,100.0,91.01666666666667,100.0,0.18333333333333332,5.783333333333333,0.9166666666666666,0.5,27.985,20.0,0.0
23.04545455,23.35454545,22.06363636,24.13636364,2021-12-10 11:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,7.866666666666666,0.6833333333333333,0.0,30.0,20.0,0.0
23.06363636,23.36363636,22.11818182,24.13636364,2021-12-10 12:00:00,100.0,100.0,100.0,100.0,0.016666666666666666,1.1166666666666667,0.48333333333333334,0.0,30.0,20.0,0.0
23.08181818,23.37272727,22.04545455,24.10909091,2021-12-10 13:00:00,100.0,100.0,100.0,100.0,0.6166666666666667,24.333333333333332,0.9833333333333333,0.0,30.0,20.0,0.0
23.03636364,23.30909091,22.04545455,24.10909091,2021-12-10 14:00:00,100.0,100.0,100.0,100.0,0.6666666666666666,22.55,0.9833333333333333,0.0,30.0,20.0,0.0
23.0,23.35454545,22.04545455,24.10909091,2021-12-10 15:00:00,100.0,100.0,100.0,100.0,0.48333333333333334,26.233333333333334,0.9,0.0,30.0,20.0,0.0
22.97272727,23.34545455,22.03636364,24.1,2021-12-10 16:00:00,100.0,100.0,14.316666666666666,72.26666666666667,0.0,0.0,0.9666666666666667,0.0,29.173333333333336,19.915000000000003,0.0
23.00909091,23.36363636,22.03636364,24.17272727,2021-12-10 17:00:00,18.716666666666665,100.0,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,27.285,18.416666666666668,0.0
22.96363636,23.37272727,22.13636364,24.1,2021-12-10 18:00:00,0.0,44.13333333333333,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.416666666666664,0.0
22.98181818,23.34545455,22.11818182,24.09090909,2021-12-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,15.043333333333331,0.11833333333333333
23.00909091,23.36363636,22.14545455,24.10909091,2021-12-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2833333333333333,28.0,15.653333333333334,0.24666666666666665
23.0,23.35454545,22.14545455,24.10909091,2021-12-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,28.0,17.521666666666665,0.37666666666666665
23.0,23.35454545,22.14545455,24.10909091,2021-12-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,28.0,18.0,0.34500000000000003
23.0,23.34545455,22.12727273,24.10909091,2021-12-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,28.0,18.0,0.3816666666666667
23.00909091,23.37272727,22.13636364,24.10909091,2021-12-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.3666666666666666
22.99090909,23.37272727,22.14545455,24.10909091,2021-12-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.32833333333333337
22.98181818,23.4,22.14545455,24.1,2021-12-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.3216666666666667
22.96363636,23.38181818,22.15454545,24.09090909,2021-12-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,28.0,18.0,0.36333333333333334
22.94545455,23.34545455,22.12727273,24.08181818,2021-12-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.3266666666666668
22.92727273,23.40909091,22.13636364,24.08181818,2021-12-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,28.0,18.066666666666666,0.27166666666666667
22.92727273,23.4,22.11818182,24.05454545,2021-12-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,28.0,18.866666666666664,0.3316666666666668
22.92727273,23.4,22.12727273,24.05454545,2021-12-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,27.141666666666666,19.866666666666664,0.3383333333333332
22.91818182,23.37272727,22.13636364,24.05454545,2021-12-11 08:00:00,21.883333333333333,32.65,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,27.0,20.66666666666667,0.2700000000000001
22.90909091,23.35454545,22.12727273,24.05454545,2021-12-11 09:00:00,100.0,100.0,3.6666666666666665,84.15,0.0,0.0,1.0,0.0,27.0,20.019999999999996,0.30000000000000004
22.89090909,23.35454545,22.10909091,24.06363636,2021-12-11 10:00:00,100.0,100.0,90.53333333333333,100.0,0.38333333333333336,23.666666666666668,0.8833333333333333,0.0,27.944999999999997,20.0,0.30000000000000004
22.89090909,23.39090909,22.10909091,24.07272727,2021-12-11 11:00:00,100.0,100.0,100.0,100.0,1.0,46.43333333333333,1.0,0.0,30.0,20.0,0.30000000000000004
22.9,23.36363636,22.08181818,24.07272727,2021-12-11 12:00:00,100.0,100.0,100.0,100.0,1.0,80.81666666666666,1.0,0.0,30.0,20.0,0.30000000000000004
22.89090909,23.35454545,22.09090909,24.07272727,2021-12-11 13:00:00,100.0,100.0,100.0,100.0,1.0,85.63333333333334,1.0,0.0,30.0,20.0,0.30000000000000004
22.85454545,23.37272727,22.09090909,24.07272727,2021-12-11 14:00:00,100.0,100.0,100.0,100.0,1.0,77.33333333333333,1.0,0.0,30.0,20.0,0.30000000000000004
22.82727273,23.34545455,22.05454545,24.06363636,2021-12-11 15:00:00,100.0,100.0,84.11666666666666,100.0,0.36666666666666664,28.033333333333335,1.0,0.0,30.0,20.0,0.30000000000000004
22.78181818,23.33636364,22.00909091,24.05454545,2021-12-11 16:00:00,100.0,100.0,0.0,72.55,0.0,0.0,1.0,0.0,29.18166666666667,19.915000000000003,0.30000000000000004
22.74545455,23.33636364,21.95454545,24.06363636,2021-12-11 17:00:00,21.266666666666666,100.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,27.28166666666667,18.416666666666668,0.30000000000000004
22.75454545,23.39090909,22.00909091,24.05454545,2021-12-11 18:00:00,0.0,42.766666666666666,0.0,0.0,0.0,0.0,1.0,0.0,28.0,16.416666666666664,0.041666666666666664
22.77272727,23.28181818,21.93636364,24.04545455,2021-12-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,15.043333333333331,0.0
22.77272727,23.3,21.93636364,24.04545455,2021-12-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18333333333333332,28.0,15.653333333333334,0.32333333333333336
22.78181818,23.29090909,21.93636364,24.04545455,2021-12-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38333333333333336,28.0,17.516666666666666,0.3150000000000001
22.79090909,23.29090909,21.94545455,24.04545455,2021-12-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,28.0,18.0,0.3333333333333333
22.80909091,23.28181818,21.94545455,24.04545455,2021-12-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,28.0,18.0,0.31666666666666665
22.81818182,23.28181818,21.93636364,24.04545455,2021-12-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26666666666666666,28.0,18.0,0.265
22.8,23.26363636,21.88181818,24.03636364,2021-12-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31666666666666665,28.0,18.0,0.3183333333333334
22.8,23.24545455,21.89090909,24.03636364,2021-12-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4166666666666667,28.0,18.0,0.3416666666666667
22.79090909,23.23636364,21.89090909,24.02727273,2021-12-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,28.0,18.0,0.37333333333333335
22.78181818,23.23636364,21.88181818,24.02727273,2021-12-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.385
22.76363636,23.23636364,21.87272727,24.02727273,2021-12-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,28.0,18.066666666666666,0.3550000000000001
22.76363636,23.23636364,21.87272727,24.02727273,2021-12-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.866666666666664,0.4100000000000001
22.73636364,23.24545455,21.85454545,24.02727273,2021-12-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,27.154999999999998,19.859999999999996,0.4383333333333333
22.74545455,23.22727273,21.85454545,24.02727273,2021-12-12 08:00:00,21.9,31.466666666666665,0.0,0.0,0.0,0.0,1.0,0.38333333333333336,27.0,20.66166666666667,0.19166666666666668
22.70909091,23.24545455,21.84545455,24.02727273,2021-12-12 09:00:00,100.0,100.0,3.3333333333333335,83.08333333333333,0.0,0.0,1.0,0.0,27.0,20.019999999999996,0.0
22.68181818,23.23636364,21.85454545,24.03636364,2021-12-12 10:00:00,100.0,100.0,88.7,100.0,0.0,0.0,1.0,1.0,27.910000000000004,20.0,0.0
22.62727273,23.21818182,21.84545455,24.05454545,2021-12-12 11:00:00,100.0,100.0,100.0,100.0,0.0,0.45,0.9,0.11666666666666667,30.0,20.0,0.0
22.59090909,23.21818182,21.86363636,24.03636364,2021-12-12 12:00:00,100.0,100.0,100.0,100.0,0.0,0.8833333333333333,0.8833333333333333,0.0,30.0,20.0,0.0
22.52727273,23.20909091,21.84545455,24.03636364,2021-12-12 13:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,1.8333333333333333,0.9666666666666667,0.0,30.0,20.0,0.0
22.46363636,23.2,21.85454545,24.02727273,2021-12-12 14:00:00,100.0,100.0,100.0,100.0,0.0,0.06666666666666667,0.7333333333333333,0.0,30.0,20.0,0.0
22.38181818,23.17272727,21.84545455,24.02727273,2021-12-12 15:00:00,100.0,100.0,81.95,100.0,0.0,0.0,0.9166666666666666,0.0,30.0,20.0,0.0
22.31818182,23.28181818,21.89090909,24.02727273,2021-12-12 16:00:00,99.98333333333333,100.0,0.0,72.73333333333333,0.0,0.0,0.9,0.21666666666666667,29.186666666666664,19.915000000000003,0.14333333333333328
22.28181818,23.24545455,21.91818182,24.01818182,2021-12-12 17:00:00,17.983333333333334,100.0,0.0,0.0,0.0,0.0,0.9833333333333333,0.2,27.279999999999998,18.416666666666668,0.2783333333333335
22.21818182,23.25454545,21.93636364,24.02727273,2021-12-12 18:00:00,0.0,42.95,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,28.0,16.416666666666664,0.18833333333333332
22.08181818,23.22727273,21.90909091,24.01818182,2021-12-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,28.0,15.043333333333331,0.22833333333333336
21.98181818,23.21818182,21.9,24.01818182,2021-12-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,28.0,15.626666666666667,0.405
21.85454545,23.21818182,21.89090909,24.00909091,2021-12-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,28.0,17.498333333333335,0.43000000000000005
21.71818182,23.26363636,21.90909091,24.00909091,2021-12-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.46166666666666667
21.59090909,23.2,21.9,24.0,2021-12-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334,28.0,18.0,0.43
21.5,23.2,21.90909091,24.0,2021-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,28.0,18.0,0.4666666666666667
21.33636364,23.17272727,21.9,24.0,2021-12-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6166666666666667,28.0,18.0,0.42
21.17272727,23.19090909,21.89090909,24.0,2021-12-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333,28.0,18.0,0.5233333333333332
21.0,23.08181818,21.82727273,24.0,2021-12-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333,28.0,18.0,0.4666666666666666
20.81818182,23.05454545,21.81818182,24.0,2021-12-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7666666666666667,28.0,18.0,0.5166666666666667
20.65454545,23.02727273,21.81818182,24.0,2021-12-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7666666666666667,28.0,18.06,0.4833333333333334
20.5,23.00909091,21.81818182,23.99090909,2021-12-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9333333333333333,28.0,18.84999999999999,0.38333333333333336
20.33636364,23.0,21.81818182,23.99090909,2021-12-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.17,19.84999999999999,0.47333333333333333
20.18181818,22.99090909,21.82727273,23.99090909,2021-12-13 08:00:00,20.85,35.583333333333336,0.0,0.0,0.0,0.0,1.0,0.7833333333333333,27.0,20.67166666666667,0.405
20.07272727,22.99090909,21.82727273,23.97272727,2021-12-13 09:00:00,100.0,100.0,3.283333333333333,81.61666666666666,0.0,0.0,1.0,0.0,27.0,20.025,0.008333333333333333
20.10909091,22.96363636,21.80909091,23.97272727,2021-12-13 10:00:00,100.0,100.0,88.43333333333334,100.0,0.0,2.7,0.9333333333333333,0.16666666666666666,27.868333333333332,20.0,0.0
20.25454545,22.92727273,21.74545455,23.97272727,2021-12-13 11:00:00,100.0,100.0,100.0,100.0,0.18333333333333332,13.016666666666667,0.9333333333333333,0.3333333333333333,30.0,20.0,0.0
20.53636364,22.90909091,21.74545455,23.99090909,2021-12-13 12:00:00,100.0,100.0,100.0,100.0,0.31666666666666665,14.216666666666667,0.8833333333333333,0.0,30.0,20.0,0.0
20.69090909,22.9,21.70909091,23.98181818,2021-12-13 13:00:00,100.0,100.0,100.0,100.0,0.3333333333333333,6.033333333333333,1.0,0.0,30.0,20.0,0.0
20.80909091,22.88181818,21.72727273,23.98181818,2021-12-13 14:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,4.016666666666667,0.9833333333333333,0.2833333333333333,30.0,20.0,0.0
20.95454545,22.87272727,21.70909091,24.0,2021-12-13 15:00:00,100.0,100.0,82.51666666666667,100.0,0.0,0.8166666666666667,1.0,1.0,30.0,20.0,0.0
21.00909091,22.87272727,21.72727273,24.02727273,2021-12-13 16:00:00,89.33333333333333,100.0,0.0,73.35,0.0,0.0,1.0,0.35,29.205,19.915000000000003,0.18666666666666665
21.00909091,22.88181818,21.79090909,24.01818182,2021-12-13 17:00:00,2.0833333333333335,100.0,0.0,0.0,0.0,0.0,1.0,0.31666666666666665,27.273333333333333,18.416666666666668,0.2633333333333333
20.90909091,22.94545455,21.78181818,24.01818182,2021-12-13 18:00:00,0.0,32.516666666666666,0.0,0.0,0.0,0.0,1.0,0.25,28.0,16.416666666666664,0.22666666666666666
20.74545455,22.96363636,21.78181818,24.01818182,2021-12-13 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31666666666666665,28.0,15.043333333333331,0.29500000000000004
20.59090909,22.92727273,21.78181818,24.01818182,2021-12-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,28.0,15.626666666666667,0.3566666666666667
20.42727273,22.92727273,21.78181818,24.01818182,2021-12-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333,28.0,17.498333333333335,0.5216666666666667
20.30909091,22.92727273,21.80909091,24.01818182,2021-12-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,28.0,18.0,0.4366666666666666
20.20909091,22.86363636,21.7,24.01818182,2021-12-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,28.0,18.0,0.4050000000000001
20.10909091,22.84545455,21.7,24.01818182,2021-12-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,28.0,18.0,0.34
20.01818182,22.84545455,21.7,24.01818182,2021-12-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,28.0,18.0,0.2850000000000001
19.97272727,22.82727273,21.69090909,24.01818182,2021-12-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,28.0,18.0,0.28
19.91818182,22.80909091,21.69090909,24.01818182,2021-12-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8166666666666667,28.0,18.0,0.3466666666666667
19.90909091,22.80909091,21.68181818,24.01818182,2021-12-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,28.0,18.0,0.36833333333333335
19.93636364,22.8,21.68181818,24.0,2021-12-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8833333333333333,28.0,18.054999999999996,0.37999999999999995
19.93636364,22.8,21.68181818,24.0,2021-12-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,18.83333333333333,0.5
19.94545455,22.79090909,21.68181818,23.99090909,2021-12-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.18,19.83333333333333,0.49666666666666665
19.95454545,22.78181818,21.66363636,23.99090909,2021-12-14 08:00:00,20.616666666666667,16.433333333333334,0.0,0.0,0.0,0.0,1.0,0.9,27.0,20.673333333333336,0.3733333333333334
20.00909091,22.78181818,21.66363636,23.99090909,2021-12-14 09:00:00,100.0,100.0,3.0,80.36666666666666,0.0,0.0,1.0,0.05,27.0,20.029999999999998,0.04833333333333334
20.06363636,22.77272727,21.68181818,23.99090909,2021-12-14 10:00:00,100.0,100.0,87.6,100.0,0.0,1.3333333333333333,1.0,0.016666666666666666,27.833333333333332,20.0,0.0
20.09090909,22.77272727,21.72727273,24.00909091,2021-12-14 11:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,2.6166666666666667,0.8833333333333333,0.36666666666666664,30.0,20.0,0.0
20.12727273,22.76363636,21.69090909,24.00909091,2021-12-14 12:00:00,100.0,100.0,100.0,100.0,0.3333333333333333,4.8,0.8833333333333333,0.25,30.0,20.0,0.0
20.2,22.81818182,21.7,24.00909091,2021-12-14 13:00:00,100.0,100.0,100.0,100.0,0.16666666666666666,3.3,1.0,0.48333333333333334,30.0,20.0,0.0
20.31818182,22.80909091,21.64545455,24.0,2021-12-14 14:00:00,100.0,100.0,100.0,100.0,0.0,4.283333333333333,0.9833333333333333,0.9833333333333333,30.0,20.0,0.0
20.43636364,22.80909091,21.62727273,24.00909091,2021-12-14 15:00:00,100.0,100.0,83.01666666666667,100.0,0.0,1.7,1.0,0.9166666666666666,30.0,20.0,0.0
20.55454545,22.80909091,21.65454545,24.08181818,2021-12-14 16:00:00,99.45,100.0,0.0,73.68333333333334,0.0,0.0,0.7,0.31666666666666665,29.216666666666665,19.915000000000003,0.09333333333333332
20.63636364,22.8,21.62727273,24.07272727,2021-12-14 17:00:00,13.966666666666667,100.0,0.0,0.0,0.0,0.0,1.0,0.25,27.26833333333333,18.416666666666668,0.29000000000000004
20.69090909,22.8,21.60909091,24.0,2021-12-14 18:00:00,0.0,32.916666666666664,0.0,0.0,0.0,0.0,1.0,0.18333333333333332,28.0,16.43166666666667,0.20833333333333334
20.87272727,22.8,21.60909091,24.06363636,2021-12-14 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21666666666666667,28.0,15.05,0.2
21.00909091,22.83636364,21.60909091,24.06363636,2021-12-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,15.626666666666667,0.3666666666666668
21.02727273,22.83636364,21.61818182,23.97272727,2021-12-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,28.0,17.498333333333335,0.3983333333333334
21.06363636,22.87272727,21.61818182,23.98181818,2021-12-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6333333333333333,28.0,18.0,0.49666666666666676
21.14545455,22.87272727,21.60909091,23.98181818,2021-12-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,28.0,18.0,0.34166666666666673
21.17272727,22.86363636,21.61818182,23.96363636,2021-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,28.0,18.0,0.345
21.19090909,22.87272727,21.61818182,24.01818182,2021-12-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,28.0,18.0,0.2866666666666667
21.30909091,22.82727273,21.67272727,24.03636364,2021-12-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,28.0,18.0,0.30833333333333335
21.40909091,22.84545455,21.67272727,23.96363636,2021-12-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6333333333333333,28.0,18.0,0.29666666666666675
21.42727273,22.85454545,21.67272727,23.95454545,2021-12-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6833333333333333,28.0,18.0,0.28500000000000003
21.41818182,22.86363636,21.67272727,23.97272727,2021-12-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,28.0,18.049999999999997,0.3433333333333334
21.43636364,22.88181818,21.67272727,23.97272727,2021-12-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8833333333333333,28.0,18.816666666666663,0.41999999999999993
21.45454545,22.89090909,21.69090909,23.96363636,2021-12-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,27.191666666666666,19.816666666666663,0.3566666666666665
21.50909091,22.91818182,21.69090909,23.96363636,2021-12-15 08:00:00,18.333333333333332,25.6,0.0,0.0,0.0,0.0,1.0,0.7166666666666667,27.0,20.663333333333338,0.23999999999999996
22.1,22.92727273,21.67272727,23.96363636,2021-12-15 09:00:00,100.0,100.0,2.7,79.25,0.0,0.0,1.0,0.0,27.0,20.036666666666665,0.06333333333333334
21.97272727,23.23636364,21.65454545,23.96363636,2021-12-15 10:00:00,100.0,100.0,86.41666666666667,100.0,0.0,0.0,1.0,0.4666666666666667,27.796666666666667,20.0,0.09999999999999996
21.86363636,23.38181818,21.67272727,23.96363636,2021-12-15 11:00:00,100.0,100.0,100.0,100.0,0.0,0.0,0.95,0.5333333333333333,30.0,20.0,0.09999999999999996
21.82727273,23.38181818,21.67272727,23.96363636,2021-12-15 12:00:00,100.0,100.0,100.0,100.0,0.5333333333333333,11.95,0.9833333333333333,0.0,30.0,20.0,0.09999999999999996
21.80909091,23.35454545,21.67272727,23.95454545,2021-12-15 13:00:00,100.0,100.0,100.0,100.0,0.9333333333333333,36.03333333333333,0.9833333333333333,0.0,30.0,20.0,0.09999999999999996
21.82727273,23.34545455,21.63636364,23.95454545,2021-12-15 14:00:00,100.0,100.0,100.0,100.0,1.0,52.06666666666667,1.0,0.0,30.0,20.0,0.09999999999999996
21.77272727,23.33636364,21.64545455,23.96363636,2021-12-15 15:00:00,100.0,100.0,83.46666666666667,100.0,0.23333333333333334,9.5,0.9,0.0,30.0,20.0,0.09999999999999996
21.76363636,23.31818182,21.66363636,23.96363636,2021-12-15 16:00:00,99.78333333333333,100.0,0.0,74.2,0.0,0.0,1.0,0.0,29.23166666666667,19.925,0.09999999999999996
21.79090909,23.29090909,21.65454545,23.96363636,2021-12-15 17:00:00,16.516666666666666,100.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.06666666666666667,27.265,18.449999999999996,0.22499999999999995
21.81818182,23.22727273,21.59090909,23.97272727,2021-12-15 18:00:00,0.0,42.666666666666664,0.0,0.0,0.0,0.0,1.0,0.06666666666666667,28.0,16.45,0.08833333333333333
21.81818182,23.23636364,21.57272727,23.97272727,2021-12-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,28.0,15.05,0.255
21.83636364,23.22727273,21.56363636,23.95454545,2021-12-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,28.0,15.626666666666667,0.2966666666666667
21.82727273,23.24545455,21.55454545,23.97272727,2021-12-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,17.485,0.3950000000000001
21.82727273,23.23636364,21.56363636,23.97272727,2021-12-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.0,18.0,0.34166666666666673
21.81818182,23.21818182,21.55454545,23.97272727,2021-12-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5666666666666667,28.0,18.0,0.3416666666666668
21.80909091,23.21818182,21.55454545,23.97272727,2021-12-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48333333333333334,28.0,18.0,0.30333333333333345
21.79090909,23.21818182,21.56363636,23.96363636,2021-12-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5333333333333333,28.0,18.0,0.3116666666666667
21.76363636,23.2,21.56363636,23.96363636,2021-12-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5166666666666667,28.0,18.0,0.29833333333333345
21.75454545,23.20909091,21.56363636,23.97272727,2021-12-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4166666666666667,28.0,18.0,0.2700000000000001
